ID_PROJECT,a
ID_BATCH,a
ID_WAFER,a
WAFER_ROTATION,a
TILE_WIDTH,10.5
TILE_HEIGHT,10.5
TEST_STRUCTURE,a
LINES_DATA,a
tile_id,die_id,xc_ref[um],yc_ref[um],xc_chip[um],yc_chip[um],width[um],height[um],Array detail
DD,08G,-3.8,8.6775,-3.8,8.6775,0.25,0.25,D02
DD,08G,-4.05,8.6775,-4.05,8.6775,0.25,0.25,D02
DD,08F,-4.35,8.6775,-4.35,8.6775,0.25,0.25,D02
DD,08F,-4.6,8.6775,-4.6,8.6775,0.25,0.25,D02
DD,08F,-4.85,8.6775,-4.85,8.6775,0.25,0.25,D02
DD,08F,-5.1,8.6775,-5.1,8.6775,0.25,0.25,D02
DD,08E,-5.4,8.6775,-5.4,8.6775,0.25,0.25,D02
DD,08E,-5.65,8.6775,-5.65,8.6775,0.25,0.25,D02
DD,08E,-5.9,8.6775,-5.9,8.6775,0.25,0.25,D02
DD,08E,-6.15,8.6775,-6.15,8.6775,0.25,0.25,D02
DD,08D,-6.45,8.6775,-6.45,8.6775,0.25,0.25,D01
DD,08D,-6.7,8.6775,-6.7,8.6775,0.25,0.25,D01
DD,08D,-6.95,8.6775,-6.95,8.6775,0.25,0.25,D01
DD,08D,-7.2,8.6775,-7.2,8.6775,0.25,0.25,D01
DD,08C,-7.5,8.6775,-7.5,8.6775,0.25,0.25,D01
DD,08C,-7.75,8.6775,-7.75,8.6775,0.25,0.25,D01
DD,08C,-8.0,8.6775,-8.0,8.6775,0.25,0.25,D01
DD,08C,-8.25,8.6775,-8.25,8.6775,0.25,0.25,D01
DD,08B,-8.55,8.6775,-8.55,8.6775,0.25,0.25,D01
DD,08B,-8.8,8.6775,-8.8,8.6775,0.25,0.25,D01
DD,08B,-9.05,8.6775,-9.05,8.6775,0.25,0.25,D01
DD,08B,-9.3,8.6775,-9.3,8.6775,0.25,0.25,D01
DD,08A,-9.6,8.6775,-9.6,8.6775,0.25,0.25,D01
DD,08A,-9.85,8.6775,-9.85,8.6775,0.25,0.25,D01
DD,08A,-10.1,8.6775,-10.1,8.6775,0.25,0.25,D01
DD,08A,-10.35,8.6775,-10.35,8.6775,0.25,0.25,D01
DD,09A,-10.35,8.4275,-10.35,8.4275,0.25,0.25,D01
DD,09A,-10.1,8.4275,-10.1,8.4275,0.25,0.25,D01
DD,09A,-9.85,8.4275,-9.85,8.4275,0.25,0.25,D01
DD,09A,-9.6,8.4275,-9.6,8.4275,0.25,0.25,D01
DD,09B,-9.3,8.4275,-9.3,8.4275,0.25,0.25,D01
DD,09B,-9.05,8.4275,-9.05,8.4275,0.25,0.25,D01
DD,09B,-8.8,8.4275,-8.8,8.4275,0.25,0.25,D01
DD,09B,-8.55,8.4275,-8.55,8.4275,0.25,0.25,D01
DD,09C,-8.25,8.4275,-8.25,8.4275,0.25,0.25,D01
DD,09C,-8.0,8.4275,-8.0,8.4275,0.25,0.25,D01
DD,09C,-7.75,8.4275,-7.75,8.4275,0.25,0.25,D01
DD,09C,-7.5,8.4275,-7.5,8.4275,0.25,0.25,D01
DD,09D,-7.2,8.4275,-7.2,8.4275,0.25,0.25,D01
DD,09D,-6.95,8.4275,-6.95,8.4275,0.25,0.25,D01
DD,09D,-6.7,8.4275,-6.7,8.4275,0.25,0.25,D01
DD,09D,-6.45,8.4275,-6.45,8.4275,0.25,0.25,D01
DD,09E,-6.15,8.4275,-6.15,8.4275,0.25,0.25,D02
DD,09E,-5.9,8.4275,-5.9,8.4275,0.25,0.25,D02
DD,09E,-5.65,8.4275,-5.65,8.4275,0.25,0.25,D02
DD,09E,-5.4,8.4275,-5.4,8.4275,0.25,0.25,D02
DD,09F,-5.1,8.4275,-5.1,8.4275,0.25,0.25,D02
DD,09F,-4.85,8.4275,-4.85,8.4275,0.25,0.25,D02
DD,09F,-4.6,8.4275,-4.6,8.4275,0.25,0.25,D02
DD,09F,-4.35,8.4275,-4.35,8.4275,0.25,0.25,D02
DD,09G,-4.05,8.4275,-4.05,8.4275,0.25,0.25,D02
DD,09G,-3.8,8.4275,-3.8,8.4275,0.25,0.25,D02
DD,09G,-3.55,8.4275,-3.55,8.4275,0.25,0.25,D02
DD,09G,-3.3,8.4275,-3.3,8.4275,0.25,0.25,D02
DD,09H,-3.0,8.4275,-3.0,8.4275,0.25,0.25,D02
DD,09H,-2.75,8.4275,-2.75,8.4275,0.25,0.25,D02
DD,09H,-2.5,8.4275,-2.5,8.4275,0.25,0.25,D02
DD,09H,-2.25,8.4275,-2.25,8.4275,0.25,0.25,D02
DD,09I,-1.95,8.4275,-1.95,8.4275,0.25,0.25,D02
DD,09I,-1.7,8.4275,-1.7,8.4275,0.25,0.25,D02
DD,09I,-1.45,8.4275,-1.45,8.4275,0.25,0.25,D02
DD,09I,-1.2,8.4275,-1.2,8.4275,0.25,0.25,D02
DD,09J,-0.9,8.4275,-0.9,8.4275,0.25,0.25,D02
DD,09J,-0.65,8.4275,-0.65,8.4275,0.25,0.25,D02
DD,09J,-0.4,8.4275,-0.4,8.4275,0.25,0.25,D02
DD,09J,-0.15,8.4275,-0.15,8.4275,0.25,0.25,D02
DD,10J,-0.15,8.1775,-0.15,8.1775,0.25,0.25,D02
DD,10J,-0.4,8.1775,-0.4,8.1775,0.25,0.25,D02
DD,10J,-0.65,8.1775,-0.65,8.1775,0.25,0.25,D02
DD,10J,-0.9,8.1775,-0.9,8.1775,0.25,0.25,D02
DD,10I,-1.2,8.1775,-1.2,8.1775,0.25,0.25,D02
DD,10I,-1.45,8.1775,-1.45,8.1775,0.25,0.25,D02
