ID_PROJECT,VPD
ID_BATCH,ALPHA1
ID_WAFER,OEM-BY-PD-02
WAFER_ROTATION,90
TILE_WIDTH,10.5
TILE_HEIGHT,10.5
TEST_STRUCTURE,ALL
LINES_DATA,1628
tile_id,die_id,xc_ref[um],yc_ref[um],xc_chip[um],yc_chip[um],width[um],height[um],Array detail
DD,33J1,-0.9,2.4275,-0.9,2.4275,1.0,0.25,D01
DD,34J1,-0.9,2.1775,-0.9,2.1775,1.0,0.25,D01
DD,34I1,-1.95,2.1775,-1.95,2.1775,1.0,0.25,D01
DD,34H1,-3.0,2.1775,-3.0,2.1775,1.0,0.25,D01
DD,34G1,-4.05,2.1775,-4.05,2.1775,1.0,0.25,D01
DD,34F1,-5.1,2.1775,-5.1,2.1775,1.0,0.25,D01
DD,34E1,-6.15,2.1775,-6.15,2.1775,1.0,0.25,D01
DD,34D1,-7.2,2.1775,-7.2,2.1775,1.0,0.25,D01
DD,34C1,-8.25,2.1775,-8.25,2.1775,1.0,0.25,D01
DD,34B1,-9.3,2.1775,-9.3,2.1775,1.0,0.25,D01
DD,34A1,-10.35,2.1775,-10.35,2.1775,1.0,0.25,D01
DD,35A1,-10.35,1.9275,-10.35,1.9275,1.0,0.25,D01
DD,35B1,-9.3,1.9275,-9.3,1.9275,1.0,0.25,D01
DD,35C1,-8.25,1.9275,-8.25,1.9275,1.0,0.25,D01
DD,35D1,-7.2,1.9275,-7.2,1.9275,1.0,0.25,D01
DD,35E1,-6.15,1.9275,-6.15,1.9275,1.0,0.25,D01
DD,35F1,-5.1,1.9275,-5.1,1.9275,1.0,0.25,D01
DD,35G1,-4.05,1.9275,-4.05,1.9275,1.0,0.25,D01
DD,35H1,-3.0,1.9275,-3.0,1.9275,1.0,0.25,D01
DD,35I1,-1.95,1.9275,-1.95,1.9275,1.0,0.25,D01
DD,35J1,-0.9,1.9275,-0.9,1.9275,1.0,0.25,D01
DD,36J1,-0.9,1.6775,-0.9,1.6775,1.0,0.25,D01
DD,36I1,-1.95,1.6775,-1.95,1.6775,1.0,0.25,D01
DD,36H1,-3.0,1.6775,-3.0,1.6775,1.0,0.25,D01
DD,36G1,-4.05,1.6775,-4.05,1.6775,1.0,0.25,D01
DD,36F1,-5.1,1.6775,-5.1,1.6775,1.0,0.25,D01
DD,36E1,-6.15,1.6775,-6.15,1.6775,1.0,0.25,D01
DD,36D1,-7.2,1.6775,-7.2,1.6775,1.0,0.25,D01
DD,36C1,-8.25,1.6775,-8.25,1.6775,1.0,0.25,D01
DD,36B1,-9.3,1.6775,-9.3,1.6775,1.0,0.25,D01
DD,36A1,-10.35,1.6775,-10.35,1.6775,1.0,0.25,D01
DD,37A1,-10.35,1.4275,-10.35,1.4275,1.0,0.25,D01
DD,37B1,-9.3,1.4275,-9.3,1.4275,1.0,0.25,D01
DD,37C1,-8.25,1.4275,-8.25,1.4275,1.0,0.25,D01
DD,37D1,-7.2,1.4275,-7.2,1.4275,1.0,0.25,D01
DD,37E1,-6.15,1.4275,-6.15,1.4275,1.0,0.25,D01
DD,37F1,-5.1,1.4275,-5.1,1.4275,1.0,0.25,D01
DD,37G1,-4.05,1.4275,-4.05,1.4275,1.0,0.25,D01
DD,37H1,-3.0,1.4275,-3.0,1.4275,1.0,0.25,D01
DD,37I1,-1.95,1.4275,-1.95,1.4275,1.0,0.25,D01
DD,37J1,-0.9,1.4275,-0.9,1.4275,1.0,0.25,D01
DD,38J1,-0.9,1.1775,-0.9,1.1775,1.0,0.25,D01
DD,38I1,-1.95,1.1775,-1.95,1.1775,1.0,0.25,D01
DD,38H1,-3.0,1.1775,-3.0,1.1775,1.0,0.25,D01
DD,38G1,-4.05,1.1775,-4.05,1.1775,1.0,0.25,D01
DD,38F1,-5.1,1.1775,-5.1,1.1775,1.0,0.25,D01
DD,38E1,-6.15,1.1775,-6.15,1.1775,1.0,0.25,D01
DD,38D1,-7.2,1.1775,-7.2,1.1775,1.0,0.25,D01
DD,38C1,-8.25,1.1775,-8.25,1.1775,1.0,0.25,D01
DD,38B1,-9.3,1.1775,-9.3,1.1775,1.0,0.25,D01
DD,38A1,-10.35,1.1775,-10.35,1.1775,1.0,0.25,D01
DD,39A1,-10.35,0.9275,-10.35,0.9275,1.0,0.25,D01
DD,39B1,-9.3,0.9275,-9.3,0.9275,1.0,0.25,D01
DD,39C1,-8.25,0.9275,-8.25,0.9275,1.0,0.25,D01
DD,39D1,-7.2,0.9275,-7.2,0.9275,1.0,0.25,D01
DD,39E1,-6.15,0.9275,-6.15,0.9275,1.0,0.25,D01
DD,39F1,-5.1,0.9275,-5.1,0.9275,1.0,0.25,D01
DD,39G1,-4.05,0.9275,-4.05,0.9275,1.0,0.25,D01
DD,39H1,-3.0,0.9275,-3.0,0.9275,1.0,0.25,D01
DD,39I1,-1.95,0.9275,-1.95,0.9275,1.0,0.25,D01
DD,39J1,-0.9,0.9275,-0.9,0.9275,1.0,0.25,D01
DD,40J1,-0.9,0.6775,-0.9,0.6775,1.0,0.25,D01
DD,40I1,-1.95,0.6775,-1.95,0.6775,1.0,0.25,D01
DD,40H1,-3.0,0.6775,-3.0,0.6775,1.0,0.25,D01
DD,40G1,-4.05,0.6775,-4.05,0.6775,1.0,0.25,D01
DD,40F1,-5.1,0.6775,-5.1,0.6775,1.0,0.25,D01
DD,40E1,-6.15,0.6775,-6.15,0.6775,1.0,0.25,D01
DD,40D1,-7.2,0.6775,-7.2,0.6775,1.0,0.25,D01
DD,40C1,-8.25,0.6775,-8.25,0.6775,1.0,0.25,D01
DD,40B1,-9.3,0.6775,-9.3,0.6775,1.0,0.25,D01
DD,40A1,-10.35,0.6775,-10.35,0.6775,1.0,0.25,D01
DD,41A1,-10.35,0.4275,-10.35,0.4275,1.0,0.25,D01
DD,41B1,-9.3,0.4275,-9.3,0.4275,1.0,0.25,D01
DD,41C1,-8.25,0.4275,-8.25,0.4275,1.0,0.25,D01
DD,41D1,-7.2,0.4275,-7.2,0.4275,1.0,0.25,D01
DD,41E1,-6.15,0.4275,-6.15,0.4275,1.0,0.25,TS-GroupD [D1 D2 D3 D4]
DD,41F1,-5.1,0.4275,-5.1,0.4275,1.0,0.25,TS-GroupD [D1 D2 D3 D4]
DD,41G1,-4.05,0.4275,-4.05,0.4275,1.0,0.25,TS-GroupR [R1 R2 R3 R4]
DD,41H1,-3.0,0.4275,-3.0,0.4275,1.0,0.25,TS-GroupR [R1 R2 R3 R4]
DD,41I1,-1.95,0.4275,-1.95,0.4275,1.0,0.25,TS-GroupM [M1 M2 M3 M4]
DD,41J1,-0.9,0.4275,-0.9,0.4275,1.0,0.25,TS-GroupM [M1 M2 M3 M4]
DD,42J1,-0.9,0.1775,-0.9,0.1775,1.0,0.25,TS-GroupM [M5 M6 M7 M8]
DD,42I1,-1.95,0.1775,-1.95,0.1775,1.0,0.25,TS-GroupM [M5 M6 M7 M8]
DD,42H1,-3.0,0.1775,-3.0,0.1775,1.0,0.25,TS-GroupR [R5 R6 R7 R8]
DD,42G1,-4.05,0.1775,-4.05,0.1775,1.0,0.25,TS-GroupR [R5 R6 R7 R8]
DD,42F1,-5.1,0.1775,-5.1,0.1775,1.0,0.25,TS-GroupD [D5 D6 D7 D8]
DD,42E1,-6.15,0.1775,-6.15,0.1775,1.0,0.25,TS-GroupD [D5 D6 D7 D8]
DD,42D1,-7.2,0.1775,-7.2,0.1775,1.0,0.25,D01
DD,42C1,-8.25,0.1775,-8.25,0.1775,1.0,0.25,D01
DD,42B1,-9.3,0.1775,-9.3,0.1775,1.0,0.25,D01
DD,42A1,-10.35,0.1775,-10.35,0.1775,1.0,0.25,D01
