ID_PROJECT,VPD
ID_BATCH,ALPHA1
ID_WAFER,OEM-BY-PD-02
WAFER_ROTATION,90
TILE_WIDTH,10.5
TILE_HEIGHT,10.5
TEST_STRUCTURE,ALL
LINES_DATA,1628
tile_id,die_id,xc_ref[um],yc_ref[um],xc_chip[um],yc_chip[um],width[um],height[um],Array detail
DD,28E1,-6.15,3.6775,-6.15,3.6775,1.0,0.25,D01
DD,28D1,-7.2,3.6775,-7.2,3.6775,1.0,0.25,D01
DD,28C1,-8.25,3.6775,-8.25,3.6775,1.0,0.25,D01
DD,28B1,-9.3,3.6775,-9.3,3.6775,1.0,0.25,D01
DD,28A1,-10.35,3.6775,-10.35,3.6775,1.0,0.25,D01
DD,29A1,-10.35,3.4275,-10.35,3.4275,1.0,0.25,D01
DD,29B1,-9.3,3.4275,-9.3,3.4275,1.0,0.25,D01
DD,29C1,-8.25,3.4275,-8.25,3.4275,1.0,0.25,D01
DD,29D1,-7.2,3.4275,-7.2,3.4275,1.0,0.25,D01
DD,29E1,-6.15,3.4275,-6.15,3.4275,1.0,0.25,TS-GroupD [D1 D2 D3 D4]
DD,29F1,-5.1,3.4275,-5.1,3.4275,1.0,0.25,TS-GroupD [D1 D2 D3 D4]
DD,29G1,-4.05,3.4275,-4.05,3.4275,1.0,0.25,TS-GroupR [R1 R2 R3 R4]
DD,29H1,-3.0,3.4275,-3.0,3.4275,1.0,0.25,TS-GroupR [R1 R2 R3 R4]
DD,29I1,-1.95,3.4275,-1.95,3.4275,1.0,0.25,TS-GroupM [M1 M2 M3 M4]
DD,29J1,-0.9,3.4275,-0.9,3.4275,1.0,0.25,TS-GroupM [M1 M2 M3 M4]
DD,30J1,-0.9,3.1775,-0.9,3.1775,1.0,0.25,TS-GroupM [M5 M6 M7 M8]
DD,30I1,-1.95,3.1775,-1.95,3.1775,1.0,0.25,TS-GroupM [M5 M6 M7 M8]
DD,30H1,-3.0,3.1775,-3.0,3.1775,1.0,0.25,TS-GroupR [R5 R6 R7 R8]
DD,30G1,-4.05,3.1775,-4.05,3.1775,1.0,0.25,TS-GroupR [R5 R6 R7 R8]
DD,30F1,-5.1,3.1775,-5.1,3.1775,1.0,0.25,TS-GroupD [D5 D6 D7 D8]
DD,30E1,-6.15,3.1775,-6.15,3.1775,1.0,0.25,TS-GroupD [D5 D6 D7 D8]
DD,30D1,-7.2,3.1775,-7.2,3.1775,1.0,0.25,D01
DD,30C1,-8.25,3.1775,-8.25,3.1775,1.0,0.25,D01
DD,30B1,-9.3,3.1775,-9.3,3.1775,1.0,0.25,D01
DD,30A1,-10.35,3.1775,-10.35,3.1775,1.0,0.25,D01
DD,31A1,-10.35,2.9275,-10.35,2.9275,1.0,0.25,D01
DD,31B1,-9.3,2.9275,-9.3,2.9275,1.0,0.25,D01
DD,31C1,-8.25,2.9275,-8.25,2.9275,1.0,0.25,D01
DD,31D1,-7.2,2.9275,-7.2,2.9275,1.0,0.25,D01
DD,31E1,-6.15,2.9275,-6.15,2.9275,1.0,0.25,D01
DD,31F1,-5.1,2.9275,-5.1,2.9275,1.0,0.25,D01
DD,31G1,-4.05,2.9275,-4.05,2.9275,1.0,0.25,D01
DD,31H1,-3.0,2.9275,-3.0,2.9275,1.0,0.25,D01
DD,31I1,-1.95,2.9275,-1.95,2.9275,1.0,0.25,D01
DD,31J1,-0.9,2.9275,-0.9,2.9275,1.0,0.25,D01
DD,32J1,-0.9,2.6775,-0.9,2.6775,1.0,0.25,D01
DD,32I1,-1.95,2.6775,-1.95,2.6775,1.0,0.25,D01
DD,32H1,-3.0,2.6775,-3.0,2.6775,1.0,0.25,D01
DD,32G1,-4.05,2.6775,-4.05,2.6775,1.0,0.25,D01
DD,32F1,-5.1,2.6775,-5.1,2.6775,1.0,0.25,D01
DD,32E1,-6.15,2.6775,-6.15,2.6775,1.0,0.25,D01
DD,32D1,-7.2,2.6775,-7.2,2.6775,1.0,0.25,D01
DD,32C1,-8.25,2.6775,-8.25,2.6775,1.0,0.25,D01
DD,32B1,-9.3,2.6775,-9.3,2.6775,1.0,0.25,D01
DD,32A1,-10.35,2.6775,-10.35,2.6775,1.0,0.25,D01
DD,33A1,-10.35,2.4275,-10.35,2.4275,1.0,0.25,D01
DD,33B1,-9.3,2.4275,-9.3,2.4275,1.0,0.25,D01
DD,33C1,-8.25,2.4275,-8.25,2.4275,1.0,0.25,D01
DD,33D1,-7.2,2.4275,-7.2,2.4275,1.0,0.25,D01
DD,33E1,-6.15,2.4275,-6.15,2.4275,1.0,0.25,D01
DD,33F1,-5.1,2.4275,-5.1,2.4275,1.0,0.25,D01
DD,33G1,-4.05,2.4275,-4.05,2.4275,1.0,0.25,D01
DD,33H1,-3.0,2.4275,-3.0,2.4275,1.0,0.25,D01
DD,33I1,-1.95,2.4275,-1.95,2.4275,1.0,0.25,D01
